"Notes"	"County"	"County Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight	Min Daily Sunlight	Max Daily Sunlight
	"McHenry County, ND"	"38049"	14480.64	421855	1309.40	29609.50
	"McIntosh County, ND"	"38051"	14764.31	168742	1523.50	28895.50
	"McKenzie County, ND"	"38053"	14543.77	638809	1408.40	30042.70
	"McLean County, ND"	"38055"	14580.57	614703	1446.50	29638.10
	"Mercer County, ND"	"38057"	14565.49	253113	1514.60	29520.70
	"Morton County, ND"	"38059"	14755.71	458014	1445.60	29881.20
	"Mountrail County, ND"	"38061"	14461.33	445961	1332.90	29614.30
	"Nelson County, ND"	"38063"	14345.31	277219	1409.00	29337.30
	"Oliver County, ND"	"38065"	14714.27	156689	1635.90	29884.10
	"Pembina County, ND"	"38067"	14009.77	301325	1222.80	29944.30
	"Pierce County, ND"	"38069"	14428.00	216954	1414.80	29599.00
	"Ramsey County, ND"	"38071"	14323.23	325431	1428.50	29951.90
	"Ransom County, ND"	"38073"	14471.88	216954	1442.50	29377.00
	"Renville County, ND"	"38075"	14363.67	168742	1295.60	29979.60
	"Richland County, ND"	"38077"	14380.20	337484	1433.40	29583.90
	"Rolette County, ND"	"38079"	14233.88	241060	1478.50	29456.10
	"Sargent County, ND"	"38081"	14445.70	216954	1458.00	29397.50
	"Sheridan County, ND"	"38083"	14502.72	216954	1499.10	29576.50
	"Sioux County, ND"	"38085"	14858.64	180795	1376.90	29710.20
	"Slope County, ND"	"38087"	14848.33	301325	1771.90	29498.70
	"Stark County, ND"	"38089"	14746.88	325431	1503.60	29562.70
	"Steele County, ND"	"38091"	14449.91	144636	1344.50	29934.90
	"Stutsman County, ND"	"38093"	14549.18	578544	1344.30	29756.70
	"Towner County, ND"	"38095"	14134.29	241060	1240.00	29655.60
	"Traill County, ND"	"38097"	14395.39	180795	1388.90	29912.00
	"Walsh County, ND"	"38099"	14179.91	229007	1380.80	29962.90
	"Ward County, ND"	"38101"	14439.61	506226	1310.50	29967.60
	"Wells County, ND"	"38103"	14448.91	313378	1382.60	29695.80
	"Williams County, ND"	"38105"	14483.14	494173	1286.90	30114.50
	"Adams County, OH"	"39001"	14925.33	120530	1761.10	30683.10
	"Allen County, OH"	"39003"	14489.14	96424	1350.20	30154.50
	"Ashland County, OH"	"39005"	14324.71	84371	1578.70	29747.20
	"Ashtabula County, OH"	"39007"	14075.35	168742	1335.80	28860.60
	"Athens County, OH"	"39009"	14689.67	96424	1619.30	30819.50
	"Auglaize County, OH"	"39011"	14576.39	72318	1373.90	30214.20
	"Belmont County, OH"	"39013"	14254.02	96424	1522.40	29759.70
	"Brown County, OH"	"39015"	14927.65	84371	1698.80	30778.70
	"Butler County, OH"	"39017"	14821.12	108477	1768.10	30814.90
	"Carroll County, OH"	"39019"	14183.42	96424	1492.40	29103.70
	"Champaign County, OH"	"39021"	14722.54	96424	1518.60	30519.20
	"Clark County, OH"	"39023"	14793.47	72318	1567.40	30520.00
	"Clermont County, OH"	"39025"	14957.75	96424	1738.20	31121.70
	"Clinton County, OH"	"39027"	14874.26	84371	1622.10	30529.30
	"Columbiana County, OH"	"39029"	14072.37	96424	1597.90	29346.70
	"Coshocton County, OH"	"39031"	14352.40	132583	1641.10	30177.10
	"Crawford County, OH"	"39033"	14315.11	72318	1407.00	29877.70
	"Cuyahoga County, OH"	"39035"	13989.00	108477	1402.40	28879.90
	"Darke County, OH"	"39037"	14740.67	144636	1521.40	30685.50
	"Defiance County, OH"	"39039"	14467.71	60265	1596.80	30102.50
	"Delaware County, OH"	"39041"	14465.20	108477	1495.90	30233.90
	"Erie County, OH"	"39043"	15850.05	72318	1465.40	33258.00
	"Fairfield County, OH"	"39045"	14658.38	120530	1551.70	30774.90
	"Fayette County, OH"	"39047"	14849.05	96424	1597.90	30978.60
	"Franklin County, OH"	"39049"	14601.45	132583	1499.90	30740.80
	"Fulton County, OH"	"39051"	14418.41	96424	1536.10	30172.30
	"Gallia County, OH"	"39053"	14890.75	120530	1520.30	31275.30
	"Geauga County, OH"	"39055"	14163.55	84371	1393.70	29066.00
	"Greene County, OH"	"39057"	14812.91	96424	1713.70	30698.40
	"Guernsey County, OH"	"39059"	14318.91	108477	1556.20	30250.10
	"Hamilton County, OH"	"39061"	14914.33	60265	1749.80	30988.40
	"Hancock County, OH"	"39063"	14413.44	84371	1324.00	30086.90
	"Hardin County, OH"	"39065"	14450.17	132583	1288.10	30049.60
	"Harrison County, OH"	"39067"	14260.39	84371	1612.50	29904.10
	"Henry County, OH"	"39069"	14417.65	120530	1539.50	30150.40
	"Highland County, OH"	"39071"	14865.17	120530	1636.60	30563.50
	"Hocking County, OH"	"39073"	14776.64	84371	1602.10	30635.50
	"Holmes County, OH"	"39075"	14309.71	48212	1643.70	29883.30
	"Huron County, OH"	"39077"	15912.01	96424	1614.10	33964.70
	"Jackson County, OH"	"39079"	14908.61	72318	1611.00	30768.90
	"Jefferson County, OH"	"39081"	14181.06	108477	1643.40	29426.70
	"Knox County, OH"	"39083"	14391.60	120530	1520.20	29959.30
	"Lake County, OH"	"39085"	14121.62	36159	1345.90	28828.40
	"Lawrence County, OH"	"39087"	14909.07	96424	1567.70	31216.20
	"Licking County, OH"	"39089"	14515.60	156689	1542.10	30851.50
	"Logan County, OH"	"39091"	14569.37	96424	1541.50	30384.80
	"Lorain County, OH"	"39093"	15570.20	132583	1450.10	32902.80
	"Lucas County, OH"	"39095"	14397.83	84371	1477.00	30196.70
	"Madison County, OH"	"39097"	14778.29	84371	1540.90	30910.00
	"Mahoning County, OH"	"39099"	14046.49	108477	1521.70	29067.40
	"Marion County, OH"	"39101"	14314.95	72318	1497.10	30151.10
	"Medina County, OH"	"39103"	14504.93	96424	1460.10	32710.60
	"Meigs County, OH"	"39105"	14744.35	72318	1666.10	31286.00
	"Mercer County, OH"	"39107"	14674.55	72318	1485.80	30158.30
	"Miami County, OH"	"39109"	14693.70	96424	1603.60	30447.70
	"Monroe County, OH"	"39111"	14252.19	84371	1493.30	29844.50
	"Montgomery County, OH"	"39113"	14682.29	72318	1707.50	30222.00
	"Morgan County, OH"	"39115"	14583.57	60265	1592.90	30428.80
	"Morrow County, OH"	"39117"	14370.70	96424	1493.40	30123.20
	"Muskingum County, OH"	"39119"	14489.13	132583	1583.40	30508.10
	"Noble County, OH"	"39121"	14366.60	84371	1590.70	30393.20
	"Ottawa County, OH"	"39123"	14504.80	36159	1484.40	30142.90
	"Paulding County, OH"	"39125"	14483.43	72318	1624.20	30259.70
	"Perry County, OH"	"39127"	14644.37	84371	1554.30	30620.70
	"Pickaway County, OH"	"39129"	14701.64	72318	1563.90	30795.80
	"Pike County, OH"	"39131"	14885.48	72318	1709.20	30498.70
	"Portage County, OH"	"39133"	14144.58	108477	1509.90	29005.70
	"Preble County, OH"	"39135"	14803.43	48212	1780.50	30374.20
	"Putnam County, OH"	"39137"	14445.99	96424	1433.90	30277.20
	"Richland County, OH"	"39139"	14311.80	120530	1506.30	29835.70
	"Ross County, OH"	"39141"	14828.32	168742	1588.60	30710.40
	"Sandusky County, OH"	"39143"	14623.46	84371	1490.70	33697.00
	"Scioto County, OH"	"39145"	14940.57	144636	1567.20	30763.20
	"Seneca County, OH"	"39147"	14796.70	96424	1341.90	34079.00
	"Shelby County, OH"	"39149"	14632.35	84371	1465.70	30760.60
	"Stark County, OH"	"39151"	14169.49	108477	1409.30	29699.90
	"Summit County, OH"	"39153"	14103.74	96424	1419.70	29077.00
	"Trumbull County, OH"	"39155"	14012.32	144636	1480.50	28684.00
	"Tuscarawas County, OH"	"39157"	14248.40	120530	1511.50	29890.20
	"Union County, OH"	"39159"	14513.96	84371	1501.90	30389.10
	"Van Wert County, OH"	"39161"	14540.57	84371	1433.90	30326.60
	"Vinton County, OH"	"39163"	14843.50	84371	1590.30	30567.40
	"Warren County, OH"	"39165"	14818.21	108477	1625.30	30630.80
	"Washington County, OH"	"39167"	14482.25	180795	1567.40	30641.50
	"Wayne County, OH"	"39169"	14251.43	144636	1457.90	29641.70
	"Williams County, OH"	"39171"	14464.07	108477	1581.90	30089.80
	"Wood County, OH"	"39173"	14396.41	156689	1444.60	30223.50
	"Wyandot County, OH"	"39175"	14349.72	84371	1304.50	30161.50
	"Adair County, OK"	"40001"	16207.46	96424	1546.10	29562.50
	"Alfalfa County, OK"	"40003"	17092.86	144636	1939.00	29989.80
	"Atoka County, OK"	"40005"	16634.81	229007	1788.40	30396.10
	"Beaver County, OK"	"40007"	17775.87	385696	2131.70	30356.00
	"Beckham County, OK"	"40009"	17814.80	168742	2031.30	29639.80
	"Blaine County, OK"	"40011"	17308.97	180795	2048.90	29703.60
	"Bryan County, OK"	"40013"	16942.08	156689	1933.80	30503.00
	"Caddo County, OK"	"40015"	17437.62	229007	2194.10	29953.90
	"Canadian County, OK"	"40017"	17185.80	180795	2142.70	29776.60
	"Carter County, OK"	"40019"	17149.02	132583	2025.70	30179.50
	"Cherokee County, OK"	"40021"	16278.76	168742	1612.20	30088.10
	"Choctaw County, OK"	"40023"	16686.49	144636	1664.30	30688.00
	"Cimarron County, OK"	"40025"	18346.09	385696	2239.60	30726.10
	"Cleveland County, OK"	"40027"	17074.03	108477	2030.10	30157.70
	"Coal County, OK"	"40029"	16690.84	96424	1996.70	30302.60
	"Comanche County, OK"	"40031"	17638.20	229007	2096.20	30241.00
	"Cotton County, OK"	"40033"	17721.88	144636	2123.90	30282.90
	"Craig County, OK"	"40035"	16331.69	144636	1874.10	30143.40
	"Creek County, OK"	"40037"	16600.28	216954	1885.80	29757.60
	"Custer County, OK"	"40039"	17483.48	216954	2060.10	29862.90
	"Delaware County, OK"	"40041"	16237.00	156689	1836.80	30021.70
	"Dewey County, OK"	"40043"	17395.17	144636	2089.40	29822.60
	"Ellis County, OK"	"40045"	17633.84	241060	1888.30	30084.90
	"Garfield County, OK"	"40047"	17013.68	241060	1996.50	29920.40
	"Garvin County, OK"	"40049"	17059.62	180795	2122.10	30109.10
	"Grady County, OK"	"40051"	17287.29	289272	2027.60	29917.70
	"Grant County, OK"	"40053"	16923.11	180795	1880.70	29824.00
	"Greer County, OK"	"40055"	17892.27	132583	2083.10	29814.30
	"Harmon County, OK"	"40057"	18005.67	108477	2046.50	29830.80
	"Harper County, OK"	"40059"	17459.28	204901	1939.80	30123.90
	"Haskell County, OK"	"40061"	16475.48	132583	1604.50	30463.10
	"Hughes County, OK"	"40063"	16672.95	144636	2051.80	30394.20
	"Jackson County, OK"	"40065"	17975.29	168742	2189.10	30144.20
	"Jefferson County, OK"	"40067"	17527.28	156689	1959.00	30380.40
	"Johnston County, OK"	"40069"	16931.47	132583	2029.10	30436.50
	"Kay County, OK"	"40071"	16790.02	180795	1837.00	29678.30
	"Kingfisher County, OK"	"40073"	17149.17	180795	2045.80	29962.40
	"Kiowa County, OK"	"40075"	17734.40	168742	2117.50	30257.10
	"Latimer County, OK"	"40077"	16443.56	156689	1753.70	30229.60
	"Le Flore County, OK"	"40079"	16342.86	325431	1673.60	30444.20
	"Lincoln County, OK"	"40081"	16791.79	192848	1913.60	30065.70
	"Logan County, OK"	"40083"	16992.92	120530	2036.90	29996.00
	"Love County, OK"	"40085"	17318.87	108477	1921.50	30451.20
	"McClain County, OK"	"40087"	17084.37	96424	2019.40	29880.30
	"McCurtain County, OK"	"40089"	16495.91	325431	1730.20	31231.80
	"McIntosh County, OK"	"40091"	16592.57	108477	1717.60	30539.10
	"Major County, OK"	"40093"	17222.29	229007	1984.20	29860.30
	"Marshall County, OK"	"40095"	17166.48	72318	2021.60	30508.00
	"Mayes County, OK"	"40097"	16357.44	120530	1824.50	30082.10
	"Murray County, OK"	"40099"	16939.14	72318	2125.60	29927.70
	"Muskogee County, OK"	"40101"	16463.73	192848	1625.60	30207.40
	"Noble County, OK"	"40103"	16852.41	204901	1892.80	29894.40
	"Nowata County, OK"	"40105"	16429.14	144636	1857.20	29833.70
	"Okfuskee County, OK"	"40107"	16647.71	132583	1947.40	30339.00
	"Oklahoma County, OK"	"40109"	17008.56	144636	2065.60	29934.00
	"Okmulgee County, OK"	"40111"	16559.63	132583	2010.40	30267.20
	"Osage County, OK"	"40113"	16622.42	494173	1816.70	29750.10
	"Ottawa County, OK"	"40115"	16178.95	108477	1884.10	30214.10
	"Pawnee County, OK"	"40117"	16693.95	108477	1875.70	29622.70
	"Payne County, OK"	"40119"	16785.69	96424	2002.30	29662.80
	"Pittsburg County, OK"	"40121"	16545.24	265166	1727.50	30429.60
	"Pontotoc County, OK"	"40123"	16787.91	144636	2030.70	30268.00
	"Pottawatomie County, OK"	"40125"	16891.19	168742	1908.10	30260.50
	"Pushmataha County, OK"	"40127"	16399.29	301325	1593.80	30609.40
	"Roger Mills County, OK"	"40129"	17708.79	241060	1951.80	30074.60
	"Rogers County, OK"	"40131"	16443.03	180795	1971.70	30047.90
	"Seminole County, OK"	"40133"	16766.54	108477	2013.30	30385.50
	"Sequoyah County, OK"	"40135"	16345.09	120530	1595.60	30401.30
	"Stephens County, OK"	"40137"	17389.98	180795	2216.50	30308.10
	"Texas County, OK"	"40139"	18070.59	385696	2176.10	30525.00
	"Tillman County, OK"	"40141"	17897.02	180795	2155.60	30142.30
	"Tulsa County, OK"	"40143"	16518.06	72318	1958.50	29749.70
	"Wagoner County, OK"	"40145"	16427.90	120530	1929.40	29919.20
	"Washington County, OK"	"40147"	16502.14	60265	1843.70	29511.80
	"Washita County, OK"	"40149"	17613.34	216954	2014.80	29947.00
	"Woods County, OK"	"40151"	17270.62	277219	1945.80	30251.00
	"Woodward County, OK"	"40153"	17427.20	265166	1957.00	29849.60
	"Baker County, OR"	"41001"	16090.06	735233	1671.40	32266.20
	"Benton County, OR"	"41003"	14829.25	180795	1182.50	33846.80
	"Clackamas County, OR"	"41005"	15062.03	482120	1197.30	38351.20
	"Clatsop County, OR"	"41007"	14063.95	204901	1119.50	34296.00
	"Columbia County, OR"	"41009"	13778.83	168742	1069.90	33606.30
	"Coos County, OR"	"41011"	15934.00	349537	1319.10	35508.10
	"Crook County, OR"	"41013"	16366.91	614703	1496.00	34702.00
	"Curry County, OR"	"41015"	16495.81	337484	1354.20	34519.10
	"Deschutes County, OR"	"41017"	16490.80	674968	1583.10	33815.60
	"Douglas County, OR"	"41019"	15983.44	1084770	1270.00	35156.80
	"Gilliam County, OR"	"41021"	15753.66	325431	1282.30	34750.60
	"Grant County, OR"	"41023"	16003.38	988346	1549.10	32500.10
	"Harney County, OR"	"41025"	16829.69	2205699	1832.10	33890.10
	"Hood River County, OR"	"41027"	15834.00	108477	1292.80	36451.20
	"Jackson County, OR"	"41029"	17109.17	650862	1632.40	34069.30
	"Jefferson County, OR"	"41031"	15962.09	482120	1478.40	33971.90
	"Josephine County, OR"	"41033"	17022.57	361590	1708.40	34251.80
	"Klamath County, OR"	"41035"	17489.54	1301724	1739.50	35649.60
	"Lake County, OR"	"41037"	17174.09	1880268	1784.50	34895.10
	"Lane County, OR"	"41039"	15560.06	1072717	1186.60	34639.40
	"Lincoln County, OR"	"41041"	14991.24	216954	1134.70	35356.00
	"Linn County, OR"	"41043"	15083.73	518279	1175.10	35746.40
	"Malheur County, OR"	"41045"	16664.64	2253911	1586.90	33141.10
	"Marion County, OR"	"41047"	14744.52	265166	1134.70	35640.20
	"Morrow County, OR"	"41049"	15494.93	470067	1294.40	33623.10
	"Multnomah County, OR"	"41051"	14193.62	108477	1143.60	36294.00
	"Polk County, OR"	"41053"	14594.24	192848	1135.30	33775.00
	"Sherman County, OR"	"41055"	15970.16	168742	1294.70	35212.60
	"Tillamook County, OR"	"41057"	14447.94	253113	1141.20	34918.30
	"Umatilla County, OR"	"41059"	15203.29	735233	1134.90	33826.80
	"Union County, OR"	"41061"	15458.57	433908	1468.20	33909.30
	"Wallowa County, OR"	"41063"	15280.23	723180	1249.80	33193.20
	"Wasco County, OR"	"41065"	15840.41	518279	1256.10	35637.80
	"Washington County, OR"	"41067"	14213.49	180795	1143.90	34679.50
	"Wheeler County, OR"	"41069"	15808.90	397749	1511.20	31880.60
	"Yamhill County, OR"	"41071"	14451.70	132583	1114.30	34825.00
	"Adams County, PA"	"42001"	14783.99	96424	1725.00	29785.40
	"Allegheny County, PA"	"42003"	14055.53	144636	1514.20	29868.70
	"Armstrong County, PA"	"42005"	13919.49	180795	1523.00	29348.50
	"Beaver County, PA"	"42007"	14025.88	96424	1668.00	29529.70
	"Bedford County, PA"	"42009"	14434.89	180795	1825.70	29773.60
	"Berks County, PA"	"42011"	14729.53	192848	1692.40	29776.80
	"Blair County, PA"	"42013"	14169.01	108477	1650.60	28815.30
	"Bradford County, PA"	"42015"	13867.88	241060	1615.30	28445.90
	"Bucks County, PA"	"42017"	14880.81	132583	1729.10	29984.40
	"Butler County, PA"	"42019"	14022.96	144636	1541.40	29611.80
	"Cambria County, PA"	"42021"	13984.29	168742	1614.00	28516.20
	"Cameron County, PA"	"42023"	13647.01	84371	1628.40	28334.70
	"Carbon County, PA"	"42025"	14369.35	72318	1623.10	29137.40
	"Centre County, PA"	"42027"	13978.29	229007	1542.00	28490.50
	"Chester County, PA"	"42029"	14985.35	156689	1759.10	29812.30
	"Clarion County, PA"	"42031"	13761.32	108477	1533.00	28919.90
	"Clearfield County, PA"	"42033"	13877.14	216954	1582.30	28704.00
	"Clinton County, PA"	"42035"	13899.53	204901	1577.00	28313.20
	"Columbia County, PA"	"42037"	14145.26	84371	1663.60	28504.40
	"Crawford County, PA"	"42039"	13803.69	229007	1388.20	28558.70
	"Cumberland County, PA"	"42041"	14704.35	120530	1719.70	29213.80
	"Dauphin County, PA"	"42043"	14586.08	120530	1693.70	29323.50
	"Delaware County, PA"	"42045"	15045.65	36159	1675.40	29977.40
	"Elk County, PA"	"42047"	13604.65	192848	1566.70	28463.10
	"Erie County, PA"	"42049"	14146.23	168742	1408.70	30661.80
	"Fayette County, PA"	"42051"	13945.80	156689	1401.80	29622.30
	"Forest County, PA"	"42053"	13600.98	84371	1492.90	28417.10
	"Franklin County, PA"	"42055"	14704.26	144636	1822.80	30295.70
	"Fulton County, PA"	"42057"	14587.46	96424	1833.60	30198.30
	"Greene County, PA"	"42059"	14194.03	108477	1456.60	30086.40
	"Huntingdon County, PA"	"42061"	14223.91	192848	1600.70	29205.50
	"Indiana County, PA"	"42063"	13833.32	156689	1586.10	28998.50
	"Jefferson County, PA"	"42065"	13771.78	180795	1606.20	28792.30
	"Juniata County, PA"	"42067"	14414.80	60265	1701.50	28932.60
	"Lackawanna County, PA"	"42069"	14137.03	84371	1544.00	28652.50
	"Lancaster County, PA"	"42071"	14906.61	204901	1711.60	29656.80
	"Lawrence County, PA"	"42073"	14003.80	72318	1557.00	29145.80
	"Lebanon County, PA"	"42075"	14732.98	72318	1666.40	29758.40
	"Lehigh County, PA"	"42077"	14673.16	72318	1714.00	29691.20
	"Luzerne County, PA"	"42079"	14100.99	204901	1567.00	28580.20
	"Lycoming County, PA"	"42081"	13912.29	265166	1537.50	28539.30
	"Mc Kean County, PA"	"42083"	13526.67	204901	1398.90	28040.40
	"Mercer County, PA"	"42085"	13908.73	144636	1465.60	28970.00
	"Mifflin County, PA"	"42087"	14254.43	108477	1676.60	28718.80
	"Monroe County, PA"	"42089"	14403.42	144636	1626.00	29423.40
	"Montgomery County, PA"	"42091"	14876.46	72318	1748.80	29735.60
	"Montour County, PA"	"42093"	14163.81	24106	1643.90	28638.80
	"Northampton County, PA"	"42095"	14608.25	84371	1613.90	29640.30
	"Northumberland County, PA"	"42097"	14215.76	108477	1658.10	28998.80
	"Perry County, PA"	"42099"	14515.15	132583	1693.10	29151.10
	"Philadelphia County, PA"	"42101"	14981.08	36159	1665.80	29834.60
	"Pike County, PA"	"42103"	14400.94	132583	1594.10	29154.50
	"Potter County, PA"	"42105"	13690.31	229007	1402.80	28110.30
	"Schuylkill County, PA"	"42107"	14435.60	156689	1673.30	29390.50
	"Snyder County, PA"	"42109"	14258.33	84371	1619.80	28923.50
	"Somerset County, PA"	"42111"	14286.55	216954	1612.70	28586.80
	"Sullivan County, PA"	"42113"	13816.38	96424	1559.30	27979.10
	"Susquehanna County, PA"	"42115"	13912.54	180795	1551.60	28597.40
	"Tioga County, PA"	"42117"	13809.67	277219	1481.50	28632.10
	"Union County, PA"	"42119"	14187.36	60265	1651.90	28663.20
	"Venango County, PA"	"42121"	13750.59	156689	1439.20	28919.30
	"Warren County, PA"	"42123"	13545.60	192848	1387.30	28192.30
	"Washington County, PA"	"42125"	14193.19	168742	1429.60	29813.30
	"Wayne County, PA"	"42127"	14174.46	180795	1595.70	28653.50
	"Westmoreland County, PA"	"42129"	13931.38	216954	1457.70	29717.40
	"Wyoming County, PA"	"42131"	13963.91	84371	1547.20	28443.50
	"York County, PA"	"42133"	14845.86	168742	1706.10	29798.60
	"Bristol County, RI"	"44001"	14907.31	12053	1664.80	29828.70
	"Kent County, RI"	"44003"	15000.41	36159	1660.50	30232.60
	"Newport County, RI"	"44005"	15529.23	12053	1712.10	30608.90
	"Providence County, RI"	"44007"	14671.75	72318	1674.30	29950.70
	"Washington County, RI"	"44009"	15450.65	60265	1692.20	31199.10
	"Abbeville County, SC"	"45001"	17119.58	108477	1958.40	33453.00
	"Aiken County, SC"	"45003"	17335.36	216954	2166.60	35417.20
	"Allendale County, SC"	"45005"	17562.62	84371	2236.50	35671.80
	"Anderson County, SC"	"45007"	17014.20	132583	1961.20	33268.00
	"Bamberg County, SC"	"45009"	17553.29	84371	2238.90	36053.00
	"Barnwell County, SC"	"45011"	17483.33	96424	2320.00	35792.10
	"Beaufort County, SC"	"45013"	18663.29	108477	1956.40	36866.40
	"Berkeley County, SC"	"45015"	17832.17	241060	1823.70	39461.40
	"Calhoun County, SC"	"45017"	17451.76	72318	2023.80	36278.00
	"Charleston County, SC"	"45019"	18696.44	168742	1775.60	38730.20
	"Cherokee County, SC"	"45021"	16900.79	60265	1848.50	33501.50
	"Chester County, SC"	"45023"	17058.44	168742	1903.00	35344.60
	"Chesterfield County, SC"	"45025"	16893.39	168742	1986.70	34940.30
	"Clarendon County, SC"	"45027"	17411.30	120530	2127.70	36534.10
	"Colleton County, SC"	"45029"	17875.26	204901	1986.60	36123.20
	"Darlington County, SC"	"45031"	16998.08	108477	2059.50	35329.80
	"Dillon County, SC"	"45033"	16883.18	84371	2049.00	34858.70
	"Dorchester County, SC"	"45035"	17582.56	108477	1890.90	35747.90
	"Edgefield County, SC"	"45037"	17208.37	96424	2100.00	34581.90
	"Fairfield County, SC"	"45039"	17246.55	120530	1925.50	34887.00
	"Florence County, SC"	"45041"	17155.38	168742	2035.20	35583.10
	"Georgetown County, SC"	"45043"	17992.34	168742	1801.00	36278.40
