Notes,County,County Code,Avg Daily Sunlight (KJ/mｲ),# of Observations for Daily Sunlight,Min Daily Sunlight,Max Daily Sunlight
,"Traill County, ND",38097,14395.39,180795,1388.9,29912
,"Walsh County, ND",38099,14179.91,229007,1380.8,29962.9
,"Ward County, ND",38101,14439.61,506226,1310.5,29967.6
,"Wells County, ND",38103,14448.91,313378,1382.6,29695.8
,"Williams County, ND",38105,14483.14,494173,1286.9,30114.5
,"Adams County, OH",39001,14925.33,120530,1761.1,30683.1
,"Allen County, OH",39003,14489.14,96424,1350.2,30154.5
,"Ashland County, OH",39005,14324.71,84371,1578.7,29747.2
,"Ashtabula County, OH",39007,14075.35,168742,1335.8,28860.6
,"Athens County, OH",39009,14689.67,96424,1619.3,30819.5
,"Auglaize County, OH",39011,14576.39,72318,1373.9,30214.2
,"Belmont County, OH",39013,14254.02,96424,1522.4,29759.7
,"Brown County, OH",39015,14927.65,84371,1698.8,30778.7
,"Butler County, OH",39017,14821.12,108477,1768.1,30814.9
,"Carroll County, OH",39019,14183.42,96424,1492.4,29103.7
,"Champaign County, OH",39021,14722.54,96424,1518.6,30519.2
,"Clark County, OH",39023,14793.47,72318,1567.4,30520
,"Clermont County, OH",39025,14957.75,96424,1738.2,31121.7
,"Clinton County, OH",39027,14874.26,84371,1622.1,30529.3
,"Columbiana County, OH",39029,14072.37,96424,1597.9,29346.7
,"Coshocton County, OH",39031,14352.4,132583,1641.1,30177.1
,"Crawford County, OH",39033,14315.11,72318,1407,29877.7
,"Cuyahoga County, OH",39035,13989,108477,1402.4,28879.9
,"Darke County, OH",39037,14740.67,144636,1521.4,30685.5
,"Defiance County, OH",39039,14467.71,60265,1596.8,30102.5
,"Delaware County, OH",39041,14465.2,108477,1495.9,30233.9
,"Erie County, OH",39043,15850.05,72318,1465.4,33258
,"Fairfield County, OH",39045,14658.38,120530,1551.7,30774.9
,"Fayette County, OH",39047,14849.05,96424,1597.9,30978.6
,"Franklin County, OH",39049,14601.45,132583,1499.9,30740.8
,"Fulton County, OH",39051,14418.41,96424,1536.1,30172.3
,"Gallia County, OH",39053,14890.75,120530,1520.3,31275.3
,"Geauga County, OH",39055,14163.55,84371,1393.7,29066
,"Greene County, OH",39057,14812.91,96424,1713.7,30698.4
,"Guernsey County, OH",39059,14318.91,108477,1556.2,30250.1
,"Hamilton County, OH",39061,14914.33,60265,1749.8,30988.4
,"Hancock County, OH",39063,14413.44,84371,1324,30086.9
,"Hardin County, OH",39065,14450.17,132583,1288.1,30049.6
,"Harrison County, OH",39067,14260.39,84371,1612.5,29904.1
,"Henry County, OH",39069,14417.65,120530,1539.5,30150.4
,"Highland County, OH",39071,14865.17,120530,1636.6,30563.5
,"Hocking County, OH",39073,14776.64,84371,1602.1,30635.5
,"Holmes County, OH",39075,14309.71,48212,1643.7,29883.3
,"Huron County, OH",39077,15912.01,96424,1614.1,33964.7
,"Jackson County, OH",39079,14908.61,72318,1611,30768.9
,"Jefferson County, OH",39081,14181.06,108477,1643.4,29426.7
,"Knox County, OH",39083,14391.6,120530,1520.2,29959.3
,"Lake County, OH",39085,14121.62,36159,1345.9,28828.4
,"Lawrence County, OH",39087,14909.07,96424,1567.7,31216.2
,"Licking County, OH",39089,14515.6,156689,1542.1,30851.5
,"Logan County, OH",39091,14569.37,96424,1541.5,30384.8
,"Lorain County, OH",39093,15570.2,132583,1450.1,32902.8
,"Lucas County, OH",39095,14397.83,84371,1477,30196.7
,"Madison County, OH",39097,14778.29,84371,1540.9,30910
,"Mahoning County, OH",39099,14046.49,108477,1521.7,29067.4
,"Marion County, OH",39101,14314.95,72318,1497.1,30151.1
,"Medina County, OH",39103,14504.93,96424,1460.1,32710.6
,"Meigs County, OH",39105,14744.35,72318,1666.1,31286
,"Mercer County, OH",39107,14674.55,72318,1485.8,30158.3
,"Miami County, OH",39109,14693.7,96424,1603.6,30447.7
,"Monroe County, OH",39111,14252.19,84371,1493.3,29844.5
,"Montgomery County, OH",39113,14682.29,72318,1707.5,30222
,"Morgan County, OH",39115,14583.57,60265,1592.9,30428.8
,"Morrow County, OH",39117,14370.7,96424,1493.4,30123.2
,"Muskingum County, OH",39119,14489.13,132583,1583.4,30508.1
,"Noble County, OH",39121,14366.6,84371,1590.7,30393.2
,"Ottawa County, OH",39123,14504.8,36159,1484.4,30142.9
,"Paulding County, OH",39125,14483.43,72318,1624.2,30259.7
,"Perry County, OH",39127,14644.37,84371,1554.3,30620.7
,"Pickaway County, OH",39129,14701.64,72318,1563.9,30795.8
,"Pike County, OH",39131,14885.48,72318,1709.2,30498.7
,"Portage County, OH",39133,14144.58,108477,1509.9,29005.7
,"Preble County, OH",39135,14803.43,48212,1780.5,30374.2
,"Putnam County, OH",39137,14445.99,96424,1433.9,30277.2
,"Richland County, OH",39139,14311.8,120530,1506.3,29835.7
,"Ross County, OH",39141,14828.32,168742,1588.6,30710.4
,"Sandusky County, OH",39143,14623.46,84371,1490.7,33697
,"Scioto County, OH",39145,14940.57,144636,1567.2,30763.2
,"Seneca County, OH",39147,14796.7,96424,1341.9,34079
,"Shelby County, OH",39149,14632.35,84371,1465.7,30760.6
,"Stark County, OH",39151,14169.49,108477,1409.3,29699.9
,"Summit County, OH",39153,14103.74,96424,1419.7,29077
,"Trumbull County, OH",39155,14012.32,144636,1480.5,28684
,"Tuscarawas County, OH",39157,14248.4,120530,1511.5,29890.2
,"Union County, OH",39159,14513.96,84371,1501.9,30389.1
,"Van Wert County, OH",39161,14540.57,84371,1433.9,30326.6
,"Vinton County, OH",39163,14843.5,84371,1590.3,30567.4
,"Warren County, OH",39165,14818.21,108477,1625.3,30630.8
,"Washington County, OH",39167,14482.25,180795,1567.4,30641.5
,"Wayne County, OH",39169,14251.43,144636,1457.9,29641.7
,"Williams County, OH",39171,14464.07,108477,1581.9,30089.8
,"Wood County, OH",39173,14396.41,156689,1444.6,30223.5
,"Wyandot County, OH",39175,14349.72,84371,1304.5,30161.5
,"Adair County, OK",40001,16207.46,96424,1546.1,29562.5
,"Alfalfa County, OK",40003,17092.86,144636,1939,29989.8
,"Atoka County, OK",40005,16634.81,229007,1788.4,30396.1
,"Beaver County, OK",40007,17775.87,385696,2131.7,30356
,"Beckham County, OK",40009,17814.8,168742,2031.3,29639.8
,"Blaine County, OK",40011,17308.97,180795,2048.9,29703.6
,"Bryan County, OK",40013,16942.08,156689,1933.8,30503
,"Caddo County, OK",40015,17437.62,229007,2194.1,29953.9
,"Canadian County, OK",40017,17185.8,180795,2142.7,29776.6
,"Carter County, OK",40019,17149.02,132583,2025.7,30179.5
,"Cherokee County, OK",40021,16278.76,168742,1612.2,30088.1
,"Choctaw County, OK",40023,16686.49,144636,1664.3,30688
,"Cimarron County, OK",40025,18346.09,385696,2239.6,30726.1
,"Cleveland County, OK",40027,17074.03,108477,2030.1,30157.7
,"Coal County, OK",40029,16690.84,96424,1996.7,30302.6
,"Comanche County, OK",40031,17638.2,229007,2096.2,30241
,"Cotton County, OK",40033,17721.88,144636,2123.9,30282.9
,"Craig County, OK",40035,16331.69,144636,1874.1,30143.4
,"Creek County, OK",40037,16600.28,216954,1885.8,29757.6
,"Custer County, OK",40039,17483.48,216954,2060.1,29862.9
,"Delaware County, OK",40041,16237,156689,1836.8,30021.7
,"Dewey County, OK",40043,17395.17,144636,2089.4,29822.6
,"Ellis County, OK",40045,17633.84,241060,1888.3,30084.9
,"Garfield County, OK",40047,17013.68,241060,1996.5,29920.4
,"Garvin County, OK",40049,17059.62,180795,2122.1,30109.1
,"Grady County, OK",40051,17287.29,289272,2027.6,29917.7
,"Grant County, OK",40053,16923.11,180795,1880.7,29824
,"Greer County, OK",40055,17892.27,132583,2083.1,29814.3
,"Harmon County, OK",40057,18005.67,108477,2046.5,29830.8
,"Harper County, OK",40059,17459.28,204901,1939.8,30123.9
,"Haskell County, OK",40061,16475.48,132583,1604.5,30463.1
,"Hughes County, OK",40063,16672.95,144636,2051.8,30394.2
,"Jackson County, OK",40065,17975.29,168742,2189.1,30144.2
,"Jefferson County, OK",40067,17527.28,156689,1959,30380.4
,"Johnston County, OK",40069,16931.47,132583,2029.1,30436.5
,"Kay County, OK",40071,16790.02,180795,1837,29678.3
,"Kingfisher County, OK",40073,17149.17,180795,2045.8,29962.4
,"Kiowa County, OK",40075,17734.4,168742,2117.5,30257.1
,"Latimer County, OK",40077,16443.56,156689,1753.7,30229.6
,"Le Flore County, OK",40079,16342.86,325431,1673.6,30444.2
,"Lincoln County, OK",40081,16791.79,192848,1913.6,30065.7
,"Logan County, OK",40083,16992.92,120530,2036.9,29996
,"Love County, OK",40085,17318.87,108477,1921.5,30451.2
,"McClain County, OK",40087,17084.37,96424,2019.4,29880.3
,"McCurtain County, OK",40089,16495.91,325431,1730.2,31231.8
,"McIntosh County, OK",40091,16592.57,108477,1717.6,30539.1
,"Major County, OK",40093,17222.29,229007,1984.2,29860.3
,"Marshall County, OK",40095,17166.48,72318,2021.6,30508
,"Mayes County, OK",40097,16357.44,120530,1824.5,30082.1
,"Murray County, OK",40099,16939.14,72318,2125.6,29927.7
,"Muskogee County, OK",40101,16463.73,192848,1625.6,30207.4
,"Noble County, OK",40103,16852.41,204901,1892.8,29894.4
,"Nowata County, OK",40105,16429.14,144636,1857.2,29833.7
,"Okfuskee County, OK",40107,16647.71,132583,1947.4,30339
,"Oklahoma County, OK",40109,17008.56,144636,2065.6,29934
,"Okmulgee County, OK",40111,16559.63,132583,2010.4,30267.2
,"Osage County, OK",40113,16622.42,494173,1816.7,29750.1
,"Ottawa County, OK",40115,16178.95,108477,1884.1,30214.1
,"Pawnee County, OK",40117,16693.95,108477,1875.7,29622.7
,"Payne County, OK",40119,16785.69,96424,2002.3,29662.8
,"Pittsburg County, OK",40121,16545.24,265166,1727.5,30429.6
,"Pontotoc County, OK",40123,16787.91,144636,2030.7,30268
,"Pottawatomie County, OK",40125,16891.19,168742,1908.1,30260.5
,"Pushmataha County, OK",40127,16399.29,301325,1593.8,30609.4
,"Roger Mills County, OK",40129,17708.79,241060,1951.8,30074.6
,"Rogers County, OK",40131,16443.03,180795,1971.7,30047.9
,"Seminole County, OK",40133,16766.54,108477,2013.3,30385.5
,"Sequoyah County, OK",40135,16345.09,120530,1595.6,30401.3
,"Stephens County, OK",40137,17389.98,180795,2216.5,30308.1
,"Texas County, OK",40139,18070.59,385696,2176.1,30525
,"Tillman County, OK",40141,17897.02,180795,2155.6,30142.3
,"Tulsa County, OK",40143,16518.06,72318,1958.5,29749.7
,"Wagoner County, OK",40145,16427.9,120530,1929.4,29919.2
,"Washington County, OK",40147,16502.14,60265,1843.7,29511.8
,"Washita County, OK",40149,17613.34,216954,2014.8,29947
,"Woods County, OK",40151,17270.62,277219,1945.8,30251
,"Woodward County, OK",40153,17427.2,265166,1957,29849.6
,"Baker County, OR",41001,16090.06,735233,1671.4,32266.2
,"Benton County, OR",41003,14829.25,180795,1182.5,33846.8
,"Clackamas County, OR",41005,15062.03,482120,1197.3,38351.2
,"Clatsop County, OR",41007,14063.95,204901,1119.5,34296
,"Columbia County, OR",41009,13778.83,168742,1069.9,33606.3
,"Coos County, OR",41011,15934,349537,1319.1,35508.1
,"Crook County, OR",41013,16366.91,614703,1496,34702
,"Curry County, OR",41015,16495.81,337484,1354.2,34519.1
,"Deschutes County, OR",41017,16490.8,674968,1583.1,33815.6
,"Douglas County, OR",41019,15983.44,1084770,1270,35156.8
,"Gilliam County, OR",41021,15753.66,325431,1282.3,34750.6
,"Grant County, OR",41023,16003.38,988346,1549.1,32500.1
,"Harney County, OR",41025,16829.69,2205699,1832.1,33890.1
,"Hood River County, OR",41027,15834,108477,1292.8,36451.2
,"Jackson County, OR",41029,17109.17,650862,1632.4,34069.3
,"Jefferson County, OR",41031,15962.09,482120,1478.4,33971.9
,"Josephine County, OR",41033,17022.57,361590,1708.4,34251.8
,"Klamath County, OR",41035,17489.54,1301724,1739.5,35649.6
,"Lake County, OR",41037,17174.09,1880268,1784.5,34895.1
,"Lane County, OR",41039,15560.06,1072717,1186.6,34639.4
,"Lincoln County, OR",41041,14991.24,216954,1134.7,35356
,"Linn County, OR",41043,15083.73,518279,1175.1,35746.4
,"Malheur County, OR",41045,16664.64,2253911,1586.9,33141.1
,"Marion County, OR",41047,14744.52,265166,1134.7,35640.2
,"Morrow County, OR",41049,15494.93,470067,1294.4,33623.1
,"Multnomah County, OR",41051,14193.62,108477,1143.6,36294
,"Polk County, OR",41053,14594.24,192848,1135.3,33775
,"Sherman County, OR",41055,15970.16,168742,1294.7,35212.6
,"Tillamook County, OR",41057,14447.94,253113,1141.2,34918.3
,"Umatilla County, OR",41059,15203.29,735233,1134.9,33826.8
,"Union County, OR",41061,15458.57,433908,1468.2,33909.3
,"Wallowa County, OR",41063,15280.23,723180,1249.8,33193.2
,"Wasco County, OR",41065,15840.41,518279,1256.1,35637.8
,"Washington County, OR",41067,14213.49,180795,1143.9,34679.5
,"Wheeler County, OR",41069,15808.9,397749,1511.2,31880.6
,"Yamhill County, OR",41071,14451.7,132583,1114.3,34825
,"Adams County, PA",42001,14783.99,96424,1725,29785.4
,"Allegheny County, PA",42003,14055.53,144636,1514.2,29868.7
,"Armstrong County, PA",42005,13919.49,180795,1523,29348.5
,"Beaver County, PA",42007,14025.88,96424,1668,29529.7
,"Bedford County, PA",42009,14434.89,180795,1825.7,29773.6
,"Berks County, PA",42011,14729.53,192848,1692.4,29776.8
,"Blair County, PA",42013,14169.01,108477,1650.6,28815.3
,"Bradford County, PA",42015,13867.88,241060,1615.3,28445.9
,"Bucks County, PA",42017,14880.81,132583,1729.1,29984.4
,"Butler County, PA",42019,14022.96,144636,1541.4,29611.8
,"Cambria County, PA",42021,13984.29,168742,1614,28516.2
,"Cameron County, PA",42023,13647.01,84371,1628.4,28334.7
,"Carbon County, PA",42025,14369.35,72318,1623.1,29137.4
,"Centre County, PA",42027,13978.29,229007,1542,28490.5
,"Chester County, PA",42029,14985.35,156689,1759.1,29812.3
,"Clarion County, PA",42031,13761.32,108477,1533,28919.9
,"Clearfield County, PA",42033,13877.14,216954,1582.3,28704
,"Clinton County, PA",42035,13899.53,204901,1577,28313.2
,"Columbia County, PA",42037,14145.26,84371,1663.6,28504.4
,"Crawford County, PA",42039,13803.69,229007,1388.2,28558.7
,"Cumberland County, PA",42041,14704.35,120530,1719.7,29213.8
,"Dauphin County, PA",42043,14586.08,120530,1693.7,29323.5
,"Delaware County, PA",42045,15045.65,36159,1675.4,29977.4
,"Elk County, PA",42047,13604.65,192848,1566.7,28463.1
,"Erie County, PA",42049,14146.23,168742,1408.7,30661.8
,"Fayette County, PA",42051,13945.8,156689,1401.8,29622.3
,"Forest County, PA",42053,13600.98,84371,1492.9,28417.1
,"Franklin County, PA",42055,14704.26,144636,1822.8,30295.7
,"Fulton County, PA",42057,14587.46,96424,1833.6,30198.3
,"Greene County, PA",42059,14194.03,108477,1456.6,30086.4
,"Huntingdon County, PA",42061,14223.91,192848,1600.7,29205.5
,"Indiana County, PA",42063,13833.32,156689,1586.1,28998.5
,"Jefferson County, PA",42065,13771.78,180795,1606.2,28792.3
,"Juniata County, PA",42067,14414.8,60265,1701.5,28932.6
,"Lackawanna County, PA",42069,14137.03,84371,1544,28652.5
,"Lancaster County, PA",42071,14906.61,204901,1711.6,29656.8
,"Lawrence County, PA",42073,14003.8,72318,1557,29145.8
,"Lebanon County, PA",42075,14732.98,72318,1666.4,29758.4
,"Lehigh County, PA",42077,14673.16,72318,1714,29691.2
,"Luzerne County, PA",42079,14100.99,204901,1567,28580.2
,"Lycoming County, PA",42081,13912.29,265166,1537.5,28539.3
,"Mc Kean County, PA",42083,13526.67,204901,1398.9,28040.4
,"Mercer County, PA",42085,13908.73,144636,1465.6,28970
,"Mifflin County, PA",42087,14254.43,108477,1676.6,28718.8
,"Monroe County, PA",42089,14403.42,144636,1626,29423.4
,"Montgomery County, PA",42091,14876.46,72318,1748.8,29735.6
,"Montour County, PA",42093,14163.81,24106,1643.9,28638.8
,"Northampton County, PA",42095,14608.25,84371,1613.9,29640.3
,"Northumberland County, PA",42097,14215.76,108477,1658.1,28998.8
,"Perry County, PA",42099,14515.15,132583,1693.1,29151.1
,"Philadelphia County, PA",42101,14981.08,36159,1665.8,29834.6
,"Pike County, PA",42103,14400.94,132583,1594.1,29154.5
,"Potter County, PA",42105,13690.31,229007,1402.8,28110.3
,"Schuylkill County, PA",42107,14435.6,156689,1673.3,29390.5
,"Snyder County, PA",42109,14258.33,84371,1619.8,28923.5
,"Somerset County, PA",42111,14286.55,216954,1612.7,28586.8
,"Sullivan County, PA",42113,13816.38,96424,1559.3,27979.1
,"Susquehanna County, PA",42115,13912.54,180795,1551.6,28597.4
,"Tioga County, PA",42117,13809.67,277219,1481.5,28632.1
,"Union County, PA",42119,14187.36,60265,1651.9,28663.2
,"Venango County, PA",42121,13750.59,156689,1439.2,28919.3
,"Warren County, PA",42123,13545.6,192848,1387.3,28192.3
,"Washington County, PA",42125,14193.19,168742,1429.6,29813.3
,"Wayne County, PA",42127,14174.46,180795,1595.7,28653.5
,"Westmoreland County, PA",42129,13931.38,216954,1457.7,29717.4
,"Wyoming County, PA",42131,13963.91,84371,1547.2,28443.5
,"York County, PA",42133,14845.86,168742,1706.1,29798.6
,"Bristol County, RI",44001,14907.31,12053,1664.8,29828.7
,"Kent County, RI",44003,15000.41,36159,1660.5,30232.6
,"Newport County, RI",44005,15529.23,12053,1712.1,30608.9
,"Providence County, RI",44007,14671.75,72318,1674.3,29950.7
,"Washington County, RI",44009,15450.65,60265,1692.2,31199.1
,"Abbeville County, SC",45001,17119.58,108477,1958.4,33453
,"Aiken County, SC",45003,17335.36,216954,2166.6,35417.2
,"Allendale County, SC",45005,17562.62,84371,2236.5,35671.8
,"Anderson County, SC",45007,17014.2,132583,1961.2,33268
,"Bamberg County, SC",45009,17553.29,84371,2238.9,36053
,"Barnwell County, SC",45011,17483.33,96424,2320,35792.1
,"Beaufort County, SC",45013,18663.29,108477,1956.4,36866.4
,"Berkeley County, SC",45015,17832.17,241060,1823.7,39461.4
,"Calhoun County, SC",45017,17451.76,72318,2023.8,36278
,"Charleston County, SC",45019,18696.44,168742,1775.6,38730.2
,"Cherokee County, SC",45021,16900.79,60265,1848.5,33501.5
,"Chester County, SC",45023,17058.44,168742,1903,35344.6
,"Chesterfield County, SC",45025,16893.39,168742,1986.7,34940.3
,"Clarendon County, SC",45027,17411.3,120530,2127.7,36534.1
,"Colleton County, SC",45029,17875.26,204901,1986.6,36123.2
,"Darlington County, SC",45031,16998.08,108477,2059.5,35329.8
,"Dillon County, SC",45033,16883.18,84371,2049,34858.7
,"Dorchester County, SC",45035,17582.56,108477,1890.9,35747.9
,"Edgefield County, SC",45037,17208.37,96424,2100,34581.9
,"Fairfield County, SC",45039,17246.55,120530,1925.5,34887
,"Florence County, SC",45041,17155.38,168742,2035.2,35583.1
,"Georgetown County, SC",45043,17992.34,168742,1801,36278.4
,"Greenville County, SC",45045,16927.8,156689,1991,33289.3
,"Greenwood County, SC",45047,17190.74,108477,1991.7,34192.8
,"Hampton County, SC",45049,17655.54,96424,2077.5,35900.8
,"Horry County, SC",45051,17818.97,216954,1995.5,38279.3
,"Jasper County, SC",45053,18031.97,120530,2005.9,36599.9
,"Kershaw County, SC",45055,17122.43,132583,1958.7,35160.3
,"Lancaster County, SC",45057,16999.49,120530,1915.5,35244.6
,"Laurens County, SC",45059,17111.75,132583,1933.8,33542.1
,"Lee County, SC",45061,17132.68,84371,1994.1,35460.1
,"Lexington County, SC",45063,17235.19,144636,1985.3,35124.8
,"McCormick County, SC",45065,17283.35,72318,2151.9,34331.5
,"Marion County, SC",45067,17064.31,96424,2057.7,35094.8
,"Marlboro County, SC",45069,16853.54,96424,2036.1,34805.8
,"Newberry County, SC",45071,17297.73,132583,1954.1,35215.2
,"Oconee County, SC",45073,16941.36,132583,2115.6,33080.7
,"Orangeburg County, SC",45075,17483.97,229007,2096.4,36233.7
,"Pickens County, SC",45077,16879.58,96424,2130.2,32501.3
,"Richland County, SC",45079,17280.37,144636,1969.8,35268.4
,"Saluda County, SC",45081,17221.69,72318,2029.2,34486.5
,"Spartanburg County, SC",45083,16918.51,168742,1899.3,33558.2
,"Sumter County, SC",45085,17265.5,144636,2012.2,35891.8
,"Union County, SC",45087,17059.57,96424,1902.7,33834.3
,"Williamsburg County, SC",45089,17337.28,168742,1852.6,35895.4
,"York County, SC",45091,16867.37,108477,1857.7,34115.5
,"Aurora County, SD",46003,15071.87,108477,1677.1,28776.9
,"Beadle County, SD",46005,15009.91,253113,1530.3,29020.2
,"Bennett County, SD",46007,15639.66,253113,1728.2,28980.6
,"Bon Homme County, SD",46009,15049.02,120530,1600.2,28735.8
,"Brookings County, SD",46011,14602.9,120530,1748.7,28538.5
,"Brown County, SD",46013,14719.72,373643,1412.5,29365.8
,"Brule County, SD",46015,15102.38,192848,1604.1,29082.9
,"Buffalo County, SD",46017,15078.89,180795,1617.9,28711.7
,"Butte County, SD",46019,15252.31,482120,1440.6,29571.4
,"Campbell County, SD",46021,14808.08,180795,1387,29505.7
,"Charles Mix County, SD",46023,15123.82,229007,1662.1,29083.2
,"Clark County, SD",46025,14889.56,229007,1503.9,29124.6
